ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
182,COL,Colombia,Citizen Option Party,OC,COL_ Citizen Option Party,COL_ OC,2,4,0, ,0, ,0,1,1, ,3.25, , ,10,1,4, , , , , , , , , , ,7.33333333333333, , , , , , , , , , , ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,1.7,1.2,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0, , , ,6.48,7.6658,3.52, , , , , , , , , , , , , , ,-9, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
183,COL,Colombia,Coalition List of the Decency,List of,COL_ Coalition List of the Decency,COL_ List of Decency,2,4,0, ,3,1,1,1,1, ,4.5,9,3.5,5.5,1,3,10,0,0,1,9,0,0,1,3,1,6.66666666666667,0,9,0,0,0,0,0, ,10,0, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,1.5,1.2,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0, , , ,6.48,7.6658,-.98,-7.6658, , , , , , , , , , , , , ,-9, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
184,COL,Colombia,Colombian Conservative Party,PCC,COL_ Colombian Conservative Party,COL_ PCC,2,4,0, ,4,3,4,3,3, ,9.5,3,5.5,7.5,1,4, ,9,1,4,5.5,7,1,3,6.66666666666667,10,7.5,8.5,1.5,10,8,4.5,9.5,3.33333333333333,3.33333333333333,6,4, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,10.2,12.7,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,7.19117647058824,7.99641577060931,72.1278625954198,6.48,7.6658,1.02,1.3342,.308823529411764,1.00358422939069, , ,1577, , , , , , , , ,170001, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
185,COL,Colombia,Colombian Liberal Party,PLC,COL_ Colombian Liberal Party,COL_ PLC,2,4,0, ,1,1,1,3,3, ,9.5,3.66666666666667,7.66666666666667,4,0,2,6,3.5,0,2,3.5,1.5,0,1,1.5,2,3.5,3,7,3.33333333333333,1.5,2,7,2,5.33333333333333,5.5,2, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,13.8,21.1,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,7.13529411764706,8.05298132183908,70.2953495089544,6.48,7.6658,-2.48,-4.1658,-3.13529411764706,-4.55298132183908, , ,362, , , , , , , , ,170002, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
186,COL,Colombia,Democratic Center Party,PCD,COL_ Democratic Center Party,COL_ PCD,2,4,0, ,4,4,4,3,3, ,8.75,7,8.75,5.75,1,3,5.5,7.75,1,4,5.5,7.5,1,4,7.33333333333333,9,8.5,8.5,1,7,7,7.33333333333333,7,2,2.33333333333333,7.33333333333333,8.5, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,13.3,19.3,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,7.31284916201117,7.77653631284916,74.7905027932961,6.48,7.6658,-.73,.0842000000000001,-1.56284916201117,-.0265363128491645, , ,5879, , , , , , , , ,170021, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
187,COL,Colombia,Green Alliance Party,VA,COL_ Green Alliance Party,COL_ VA,2,4,0, ,1,2,1,2,2, ,8.5,4.33333333333333,4,2,0,1,5.33333333333333,3,0,2,8.66666666666667,4.25,0,2,3.66666666666667,2.5,4,.5,7,1,.666666666666667,1.66666666666667,2.66666666666667,1.5,4,9.5,2.66666666666667, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,4.9,5.4,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,5.18918918918919,6.57357357357357,79.3526785714286,6.48,7.6658,-4.48,-4.6658,-3.18918918918919,-3.57357357357357, , , , , , , , , , , ,170006, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
188,COL,Colombia,Independent Movement of Absolute Renovation,Mira,COL_ Independent Movement of Absolute Renovation,COL_ Mira,2,4,0, ,4,4,4, ,1, ,2,8,1,10,1,4,8,10,1,4,9.5,9.5,1,4,10, ,10, ,.5,10,.5,1,6,1,0,10, , ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018, ,.6,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,6.12738853503185,7.08070175438596,73.3445945945946,6.48,7.6658,3.52,2.3342,3.87261146496815,2.91929824561404, , ,1774, , , , , , , , ,170005, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
189,COL,Colombia,National Unity Social Party / Party of the U,la U,COL_ National Unity Social Party / Party of the U,COL_ la U,2,4,0, ,4,3,4,3,3, ,8.8,5.66666666666667,10,5,1,3,5,7,1,3,7.66666666666667,6.33333333333333,1,3,10,8.5,8.33333333333333,7,1,7,7,8,8,3.33333333333333,5.5,9,4, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,10.3,15.1,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,7.12253374870197,7.78159905937685,71.0987626031164,6.48,7.6658,-1.48,-.6658,-2.12253374870197,-.781599059376851, , , , , , , , , , , ,170003, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
190,COL,Colombia,Radical Change Party,CR,COL_ Radical Change Party,COL_ CR,2,4,0, ,4,3,4,3,3, ,8.2,6.25,7.66666666666667,7,1,3,5.5,7.5,1,4,4.66666666666667,5,1,3,4.33333333333333,9,7,8.5,1,6.5,9,6.33333333333333,7,2.33333333333333,6.5,6.5,7, ,1978,0,.666666666666667,.666666666666667,6,3.33333333333333,9.33333333333333,29.6101379394531,-82.9533004760742,ES-ES, ,COL_11032018_L1,2018,12,18.1,13.3224977018691,6.3757212534668,12.5698050899765, , , , , , , , , , , , , , , , , , ,0,6.69364161849711,8.17829457364341,73.0625,6.48,7.6658,.52,-.1658,.30635838150289,-.678294573643413, , ,561, , , , , , , , ,170004, ,Colombia,100,15,9,2,18,0,0, ,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.3278527342,78.6,36,59.5721817016602,2,.664,.475,.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,.695,2.125,2,-.988,1.046,1,1.531,3.456,4,.728,.521
191,COM,Comoros,Convention for the Renewal of the Comoros,CRC,COM_ Convention for the Renewal of the Comoros,COM_ CRC,4,3,0, ,2,4,4,2,2, ,4.5,9,10,3.33333333333333,0,2,2,9,1,4,0,10,1,4,9.5,9.5,5,7,4.5,10,10,7,9.5,9.5,9.5,6,10, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,8.3,8.3,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5297, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
192,COM,Comoros,Democratic Rally of the Comoros,RDC,COM_ Democratic Rally of the Comoros,COM_ RDC,4,3,0, ,4, ,0,2,2, ,7.66666666666667,7,10,7,1,3,4,6,1,3,4, , , ,6,1,10,2,9,2,2,3,5.5,5.5,5.5,1,2, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,8.3,8.3,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5713, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
193,COM,Comoros,Independents,Ind.,COM_ Independents,COM_ Ind.,4,3,0, ,1, ,0,3,3, ,8,2,9.5,4,0,2,6.5,0,0,1,10, , , , ,4,10,0,10,0,0,0,0,1,1,1,2, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,12.5,12.5,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4926, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
194,COM,Comoros,JUWA party,Sun,COM_ JUWA party,COM_ Sun,4,3,0, ,2,4,4,3,3, ,9.33333333333333,9,2,4,0,2,7.33333333333333,5,1,3,10,10,1,4,10,0,10,0,6.5,0,2,1,3.5,4.5,4.5,2,0, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,29.2,29.2,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5712, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
195,COM,Comoros,Party for the Harmony of the Comoros,PEC,COM_ Party for the Harmony of the Comoros,COM_ PEC,4,3,0, ,2,2,2,2,2, ,4.5,4.5,9,2.5,0,2,3,9,1,4, ,4,0,2,5.5,6,10,4,6.5, , , ,6,6,6,4,7, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,4.2,4.2,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
196,COM,Comoros,Rally for an Alternative of Harmonious and Integrated Development,RADHI,COM_ Rally for an Alternative of Harmonious and Integrated D,COM_ RADHI,4,3,0, ,2,2,2,2,2, ,7,4.5,9,2,0,1,3.5,9,1,4,3,3,0,2,6,5.5,5,2,4.5,10,10,4,9.5,9,9.5,7,10, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,4.2,4.2,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
197,COM,Comoros,Union for the Development of the Comoros,UPDC,COM_ Union for the Development of the Comoros,COM_ UPDC,4,3,0, ,1,1,1,3,3, ,9,7,3.66666666666667,0,0,1,7,4.5,0,2,9.5,1,0,1,5.5,4,10,0,9,0,0,0,3.5,0,4.5,1,0, ,1961.5,1,.5,.5,8,8,9.5,-12.7859039306641,45.2324981689453,EN, ,COM_22022015_L2,2015,33.3,33.3,4.36521101430043,4.36521101430043,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,6517, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,0, ,9,9,1,3,4,1726.736,411594,542357,832322,2585.11741350193,68,27,45.3966827392578,1,.495,.222,.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-.476,1.512,1,.217,2.155,2,.682,.52
198,CPV,Cape Verde,African Party for the Independence of Cape Verde,PAICV,CPV_ African Party for the Independence of Cape Verde,CPV_ PAICV,4,6,1, ,1,2,1,3,3, ,8.6,8,7,3,0,2,8.75,3.75,0,2,5.33333333333333,3.5,0,2,4,3,2.5,2.8,8.25,2,2.33333333333333,3,5.25,4,6.33333333333333,2.33333333333333,5.5, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,38.1,39.7,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3796, , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
199,CPV,Cape Verde,Democratic and Independent Cape Verdean Union,UCID,CPV_ Democratic and Independent Cape Verdean Union,CPV_ UCID,4,6,1, ,4,3,4,2,2, ,7,6.66666666666667,8.5,7,1,3,8.66666666666667,9,1,4,6.75,6,1,3,7,2,10,5.33333333333333,6,4,4,2,4,4,7,5.5,3, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,6.9,4.4,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3792, , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
200,CPV,Cape Verde,Labour and Solidarity Party,PTS,CPV_ Labour and Solidarity Party,CPV_ PTS,4,6,1, ,0,3,0,1,1, ,4,7.5,9.5,4,0,2,10, , , ,7,6.66666666666667,1,3,7, ,7.66666666666667,6,8.5, ,3,2,3,3.5,7,8,2, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,.1,0,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
201,CPV,Cape Verde,Movement for Democracy,MPD,CPV_ Movement for Democracy,CPV_ MPD,4,6,1, ,4,2,2,3,3, ,9,8.25,7.5,8.66666666666667,1,4,9.5,5.33333333333333,1,3,6.4,4.75,0,2,5,5,6.4,3.5,7.6,3,3,3.2,7.25,6.2,9.5,3,5.5, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,54.4,55.9,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3793, , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
202,CPV,Cape Verde,People's Party,PP,CPV_ People's Party,CPV_ PP,4,6,1, ,0,4,0,1,1, ,4.16666666666667,8.5,10,1,0,1,7, , , ,8.5,8.5,1,4,7,2,7,5,9,2,1,2,1,2.5,5.33333333333333,9,1, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,.3,0,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
203,CPV,Cape Verde,Social Democratic Party,PSD,CPV_ Social Democratic Party,CPV_ PSD,4,6,1, ,0,3,4,1,1, ,5,8,10, , , ,10,9,1,4,8.33333333333333,6.66666666666667,1,3,7, ,10,6,8.5, , ,4,3,3.5,7,7,2, ,1962.8,.6,.6,.6,7,5,8.4,25.4341003417969,-30.1281539916992,EN, ,CPV_20032016_L1,2016,.1,0,2.24281122930726,2.11852736925508,2.36326045961929, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Cabo Verde,402,70,2,4,6,0,0, ,10,10,2,1,1,4054.303,337950,428188,543767,6614.16708807108,74.1,57,70.9762954711914,2,.769,.695,.876, , , , , , ,65.65, , ,1.837,3.796,4,1.006,2.668,3,.788,2.209,2,.721,2.684,3,1.159,3.157,3,.311,.652
204,CRI,Costa Rica,Accessibility without Exclusion,AE,CRI_ Accessibility without Exclusion,CRI_ AE,2,9,1, ,4,3,4,1, , ,8.14285714285714,5.83333333333333,6.83333333333333,6,1,3,6.33333333333333,8.33333333333333,1,4,5.14285714285714,5.83333333333333,1,3,6.8,8.2,7.5,8,6.25,6.83333333333333,6,5.33333333333333,6.6,5.5,8,8.5,3, ,1969.75,.875,.25,.625,5,4.375,8.25,31.1595726013184,-94.0168495178223,EN, ,CRI_01042018_P2,2018,2.32, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,504, , , , , , , , ,-9, ,Costa Rica,94,73, ,2,17, ,0, , , , , , ,51402.625,3119433,3962372,4999441,15679.9805577504,81.4,56,78.8380432128906,3,.896,.832,.973,1.97,3.843,4,8,1,4, ,66.45,60.6,2.289,3.909,4,1.431,3.04,3,.419,1.877,2,1.367,3.219,3,2.052,3.745,4,.116,.646
205,CRI,Costa Rica,Broad Front,FA,CRI_ Broad Front,CRI_ FA,2,9,1, ,1,2,1,2, , ,8.375,7.2,4.625,1.75,0,1,7.5,.875,0,1,7.14285714285714,2.875,0,2,4,2.375,1.25,.625,6,.5,.142857142857143,1.5,1.71428571428571,2.5,3,5.875,1.66666666666667, ,1969.75,.875,.25,.625,5,4.375,8.25,31.1595726013184,-94.0168495178223,EN, ,CRI_01042018_P2,2018,3.95, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1252, , , , , , , , ,-9, ,Costa Rica,94,73, ,2,17, ,0, , , , , , ,51402.625,3119433,3962372,4999441,15679.9805577504,81.4,56,78.8380432128906,3,.896,.832,.973,1.97,3.843,4,8,1,4, ,66.45,60.6,2.289,3.909,4,1.431,3.04,3,.419,1.877,2,1.367,3.219,3,2.052,3.745,4,.116,.646
206,CRI,Costa Rica,Citizens Action Party,PAC,CRI_ Citizens Action Party,CRI_ PAC,2,9,1, ,1,1,1,3, , ,9.25,6,5.6,4,0,2,7.75,2.33333333333333,0,1,5.2,1.5,0,1,3,2.85714285714286,3.57142857142857,2.25,8.5,1,1.71428571428571,1,3.25,3,5.6,4.57142857142857,3, ,1969.75,.875,.25,.625,5,4.375,8.25,31.1595726013184,-94.0168495178223,EN, ,CRI_01042018_P2,2018,16.27, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1247, , , , , , , , ,-9, ,Costa Rica,94,73, ,2,17, ,0, , , , , , ,51402.625,3119433,3962372,4999441,15679.9805577504,81.4,56,78.8380432128906,3,.896,.832,.973,1.97,3.843,4,8,1,4, ,66.45,60.6,2.289,3.909,4,1.431,3.04,3,.419,1.877,2,1.367,3.219,3,2.052,3.745,4,.116,.646
207,CRI,Costa Rica,Libertarian Movement Party,PML,CRI_ Libertarian Movement Party,CRI_ PML,2,9,1, ,3,3,3,1, , ,9,4.28571428571429,4.42857142857143,8.85714285714286,1,4,9.14285714285714,4.85714285714286,0,2,4.42857142857143,6.28571428571429,1,3,6.8,7,9.33333333333333,8,5.6,5.66666666666667,5.75,5.16666666666667,7.5,7.8,5.8,8.4,3.42857142857143, ,1969.75,.875,.25,.625,5,4.375,8.25,31.1595726013184,-94.0168495178223,EN, ,CRI_01042018_P2,2018,2.45, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,842, , , , , , , , ,-9, ,Costa Rica,94,73, ,2,17, ,0, , , , , , ,51402.625,3119433,3962372,4999441,15679.9805577504,81.4,56,78.8380432128906,3,.896,.832,.973,1.97,3.843,4,8,1,4, ,66.45,60.6,2.289,3.909,4,1.431,3.04,3,.419,1.877,2,1.367,3.219,3,2.052,3.745,4,.116,.646
208,CRI,Costa Rica,National Integration,PIN,CRI_ National Integration,CRI_ PIN,2,9,1, ,4,3,4,2, , ,8,3,9,8,1,4,6.2,8.5,1,4,6,6.66666666666667,1,3,7.33333333333333,8.8,9,9,5,8.16666666666667,8.66666666666667,7,7,6.33333333333333,9.5,8,3.33333333333333, ,1969.75,.875,.25,.625,5,4.375,8.25,31.1595726013184,-94.0168495178223,EN, ,CRI_01042018_P2,2018,7.67, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4418, , , , , , , , ,-9, ,Costa Rica,94,73, ,2,17, ,0, , , , , , ,51402.625,3119433,3962372,4999441,15679.9805577504,81.4,56,78.8380432128906,3,.896,.832,.973,1.97,3.843,4,8,1,4, ,66.45,60.6,2.289,3.909,4,1.431,3.04,3,.419,1.877,2,1.367,3.219,3,2.052,3.745,4,.116,.646
